#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
G1P3	na	191.33	1984.99	122.06	110.9	42.66	293.29	211.68	109.85	158.93	95.66	1421.54	24.4	281.22	489.58	63.45	203.8	260.03	656.04	55.96	82.25	172.71	224.73	333.29	725.49	171.34	383.21	366.7	363.78	178.04	485.83	83.73	641.79	426.56	140.93	43.28	150.57	91.47	305.36	836.77	224.28	20.2	201.29	123.68	43.28	2515.7	233.67	402.42	886.19	670.52	113.32
RARB	na	17.28	7.27	20.47	10.11	25.68	5.26	7.35	56.51	16.71	60.4	8.38	7.73	10.9	76.46	14.55	43.02	34.01	11.11	112.96	8.88	20.44	14.78	5.83	10.11	36.73	54.19	51.61	45.2	78.08	40.0	11.1	12.42	72.34	12.94	66.38	12.35	17.26	10.55	32.4	26.87	18.26	18.29	39.79	10.17	15.75	20.8	6.08	11.15	21.94	58.21
SPA17	na	37.27	43.13	40.09	36.66	30.41	33.04	33.98	79.76	33.11	43.42	55.34	48.84	48.99	38.17	61.49	37.67	47.13	49.73	13.7	40.35	39.18	39.29	39.85	22.67	63.57	55.04	30.01	46.86	52.8	43.36	33.29	156.36	30.08	30.5	50.37	41.73	33.85	44.14	51.27	37.62	55.86	42.19	34.75	47.88	48.93	33.63	45.73	14.07	35.8	71.33
DNAJC11	na	580.82	774.17	301.5	754.63	508.75	664.36	532.25	481.73	533.86	479.15	609.9	576.28	567.39	676.74	446.27	664.82	643.86	463.32	716.8	2013.6	745.73	645.14	788.63	489.85	634.93	548.57	470.44	501.74	527.48	492.58	684.01	431.16	600.22	497.55	564.21	708.0	542.18	635.6	468.58	538.96	502.95	633.35	649.12	776.17	463.43	594.72	395.44	727.34	713.82	625.26
SNURF /// SNRPN	na	1208.01	10.4	2135.49	14.04	1940.12	359.7	18.32	1177.54	656.77	689.79	12.5	28.37	11.75	385.59	10.35	426.3	1303.86	992.62	12.53	350.01	9.92	2730.2	571.16	459.97	402.95	569.1	687.12	770.48	425.44	341.69	8.86	1150.75	916.83	265.25	736.57	1161.0	498.22	20.14	515.36	785.71	13.9	3302.69	1914.74	1172.94	467.86	290.03	1778.7	1323.71	711.21	1061.2
TAF1B	na	14.05	7.45	14.73	3.07	10.23	11.04	18.17	12.17	7.84	11.16	8.6	12.1	11.24	20.82	19.54	28.52	22.46	26.41	26.97	13.53	19.22	6.12	19.13	11.66	14.7	7.75	8.12	24.13	12.43	5.54	7.49	6.87	17.68	9.05	15.63	10.78	16.94	14.4	19.43	11.85	15.82	20.75	9.86	4.2	15.3	24.97	2.63	14.99	15.52	13.57
ANKMY2	na	162.29	108.18	169.45	96.83	185.25	245.3	147.26	113.0	111.0	92.1	95.04	249.87	103.31	77.61	123.17	55.54	50.42	168.68	342.33	55.97	173.16	82.35	79.42	160.53	92.73	76.7	151.63	99.6	102.5	76.73	82.84	122.83	139.6	139.3	91.28	129.17	39.03	125.73	76.63	50.48	34.48	69.46	56.66	30.64	150.98	96.04	143.33	44.41	95.94	224.5
34897_at	na	140.98	81.05	143.52	137.01	116.61	200.13	267.43	138.81	149.19	117.3	241.63	330.9	129.19	102.8	70.73	141.72	190.97	149.12	384.35	206.76	223.3	139.61	356.76	144.79	132.64	83.38	266.68	114.51	148.58	103.69	213.02	509.42	112.6	102.95	151.32	111.68	95.48	129.84	95.02	141.22	336.72	170.27	240.87	157.6	122.55	179.1	135.55	183.14	221.63	58.22
IFRD2	na	363.02	507.88	356.95	354.47	376.66	663.69	329.2	288.26	410.79	536.98	315.53	218.06	437.92	406.04	505.67	562.5	230.63	279.47	297.38	605.12	290.07	497.83	692.76	219.88	507.79	319.67	352.54	593.4	437.59	318.97	545.57	240.18	291.91	312.5	304.26	310.65	360.5	420.39	502.08	267.96	394.01	339.2	598.31	362.75	232.04	465.96	188.51	332.87	469.47	332.0
C17orf35	na	136.18	180.34	212.01	190.83	143.73	173.25	161.11	174.4	142.05	135.34	113.66	134.3	196.06	161.7	140.67	186.64	125.53	249.95	104.05	168.84	126.38	131.39	164.43	126.52	133.17	153.12	185.91	237.89	179.89	144.07	146.87	141.58	178.51	202.72	242.36	180.51	126.62	171.91	196.26	136.09	167.99	144.98	191.99	138.4	140.44	106.34	117.32	141.46	156.34	123.04
JARID1B	na	93.19	99.09	104.45	63.56	162.65	39.84	62.2	134.77	121.85	133.04	125.15	137.14	85.04	84.61	97.03	56.94	135.31	207.05	247.2	125.86	85.16	68.97	71.11	62.13	120.1	119.72	156.56	107.7	145.78	100.36	70.93	232.72	143.62	115.16	116.29	90.86	164.49	80.94	91.58	85.01	284.08	69.62	126.49	125.29	161.23	124.67	49.86	100.74	130.91	123.16
NCR1	na	39.03	13.7	55.19	28.4	27.25	16.27	11.89	18.18	11.25	17.08	12.64	39.53	28.88	29.38	41.57	33.7	36.81	25.07	20.24	29.18	23.62	40.12	20.14	32.99	39.28	8.82	19.99	23.71	27.45	41.46	28.17	23.19	30.75	27.34	22.78	17.84	23.65	38.75	23.61	9.63	26.33	35.16	31.82	41.66	10.36	30.02	187.7	29.65	36.4	33.23
C9orf127	na	149.23	144.59	89.55	49.92	54.39	75.3	135.0	100.65	161.35	186.19	99.97	98.31	75.67	94.84	88.85	157.73	103.58	108.09	73.45	68.14	138.16	97.59	91.0	156.1	135.86	115.08	86.98	74.73	138.16	152.71	63.14	69.03	72.24	226.4	61.25	108.46	154.8	52.85	83.59	127.7	98.63	169.38	102.19	115.02	164.39	84.19	150.77	106.27	122.68	135.15
ARF5	na	1723.2	523.53	873.69	1072.8	1014.04	1779.31	1129.65	845.24	1574.96	1010.78	1254.15	1414.56	1048.09	822.74	1209.21	914.83	1744.36	587.47	1687.6	1001.49	508.65	728.16	894.67	1123.76	792.15	965.94	743.25	1174.25	1404.15	1453.28	763.25	803.61	1334.9	1759.4	701.39	1245.81	1154.73	890.05	527.76	1410.12	1634.61	1303.67	715.61	1385.3	723.98	857.01	1742.09	696.4	806.08	1094.45
KIAA0310	na	430.0	549.2	361.05	662.04	475.92	666.83	703.15	277.45	307.63	334.95	839.5	442.2	636.12	409.29	413.48	265.92	773.21	958.17	436.59	509.4	234.6	337.83	751.12	519.16	294.3	495.78	411.04	247.91	390.82	597.02	521.12	1517.88	432.26	495.43	646.99	263.98	653.14	467.53	563.5	550.46	1297.63	456.13	590.74	264.85	605.28	457.7	370.21	337.2	283.42	322.07
ZNF23	na	84.08	53.7	56.33	58.0	65.38	82.87	62.98	69.42	60.11	61.08	59.53	63.2	64.18	81.48	75.72	68.12	85.87	72.2	78.41	98.21	48.94	104.8	80.77	74.27	73.02	74.06	67.6	97.19	79.28	79.28	103.99	65.25	54.75	85.78	73.81	84.14	68.59	70.48	77.48	94.06	80.14	67.84	63.09	85.72	68.19	106.22	52.31	81.7	99.8	80.2
DMN	na	22.31	29.46	12.62	5.9	86.61	8.56	8.22	60.1	31.86	53.24	8.29	8.43	5.47	332.23	61.63	146.16	72.93	68.91	22.81	6.58	37.75	11.75	31.82	32.07	33.65	32.76	92.75	52.47	114.65	25.18	9.74	10.94	127.0	47.48	71.67	31.34	13.31	10.21	6.29	93.03	9.19	12.32	54.2	26.68	46.7	23.86	7.89	38.53	51.03	10.75
DEDD	na	66.55	125.7	106.71	109.17	95.71	102.49	121.45	107.92	98.96	89.97	120.54	84.84	85.38	114.11	85.78	102.82	119.26	126.99	112.14	106.4	96.33	104.94	102.85	113.07	115.77	91.53	102.93	104.56	108.16	89.4	96.52	162.03	97.95	97.08	78.0	90.17	108.35	108.29	111.06	110.34	126.39	125.23	101.88	114.66	113.97	131.19	161.84	101.23	104.33	82.05
BMP8A	na	8.25	5.09	6.35	4.66	4.26	3.28	4.37	5.23	4.93	6.2	3.27	4.15	4.1	6.5	5.36	5.73	3.5	6.33	4.04	10.31	5.51	3.1	3.52	5.06	6.37	4.98	5.67	4.43	10.21	5.93	4.42	4.54	7.07	16.49	6.99	8.28	8.08	3.94	5.65	5.66	3.23	5.4	8.06	6.71	6.02	8.81	4.67	5.25	7.73	6.07
39266_at	na	4.07	20.46	17.45	22.74	17.67	10.59	14.46	22.58	13.46	30.34	11.38	16.97	14.25	13.81	12.32	15.8	14.96	13.74	11.34	19.98	10.65	15.67	12.05	15.08	26.14	9.39	14.79	5.98	10.23	38.01	13.74	18.5	5.7	22.07	17.54	10.5	20.39	21.43	14.0	15.32	25.62	18.5	15.72	23.82	9.37	18.01	88.78	20.16	16.49	8.67
OPRL1	na	122.83	104.94	118.36	91.06	105.23	90.19	97.4	86.05	110.73	91.07	92.16	100.24	75.28	97.66	89.22	95.75	136.62	99.5	129.65	153.55	84.95	115.1	106.18	114.34	101.91	59.44	116.01	136.71	90.34	95.72	91.58	113.54	90.62	153.6	59.01	109.13	106.92	105.8	89.65	115.33	95.14	100.68	124.39	130.01	104.43	125.82	108.96	111.19	134.02	119.08
MYBPC1	na	163.88	121.55	135.37	131.51	108.6	140.7	129.47	120.02	134.09	117.52	157.72	118.19	128.24	147.43	160.57	149.08	109.22	190.14	121.14	213.07	131.41	159.99	129.4	129.36	144.26	112.31	159.06	147.03	159.19	137.26	124.53	144.1	107.34	151.34	124.39	145.87	143.71	123.24	143.01	150.12	165.8	143.28	150.36	167.58	128.19	196.97	145.44	174.85	166.68	135.96
UGT1A3 /// UGT1A6 /// UGT1A1 /// UGT1A10 /// UGT1A7 /// UGT1A5 /// UGT1A8 /// UGT1A9 /// UGT1A4	na	415.05	3.78	8.33	434.06	449.0	447.4	4.26	154.83	3.4	9.24	722.45	6.61	225.6	2.28	2.95	1.93	6.08	579.45	6.02	4.82	65.65	3.46	127.96	19.36	8.61	2.47	2.66	1.73	3.86	3.16	3.5	4.31	7.66	10.2	97.76	6.05	609.62	388.82	4.52	4.02	7.12	12.3	85.89	5.23	3.06	2.75	2.17	4.57	4.47	4.9
PHYHIP	na	383.22	332.52	80.48	176.08	242.72	212.18	195.2	241.92	322.71	288.21	216.9	118.61	141.34	200.26	238.77	261.71	226.35	173.41	344.83	282.91	277.49	301.81	272.69	327.45	439.51	283.28	413.78	304.49	316.71	369.6	171.96	154.15	332.41	419.23	221.73	287.54	306.99	204.18	189.97	406.87	237.31	48.9	298.4	291.95	324.61	330.74	226.05	398.3	319.72	253.23
TNFSF6	na	25.12	23.24	39.42	32.61	26.35	12.45	23.58	26.58	14.46	18.64	15.56	23.47	7.97	15.24	22.52	33.5	15.28	30.04	22.27	42.55	28.19	13.32	11.77	19.86	38.99	42.07	17.56	48.27	20.76	27.01	53.18	11.97	21.02	26.29	11.08	14.17	25.16	21.51	25.04	15.72	23.81	32.94	29.16	20.27	16.88	15.48	49.54	33.31	34.31	21.63
RPS14	na	11653.57	9135.22	12747.7	12367.52	7567.23	11216.07	9504.95	7069.4	8317.71	6619.71	9155.32	14148.08	11658.0	8116.88	9291.87	11873.7	10636.94	4627.77	8907.19	17492.49	9161.73	13773.93	9676.94	8285.48	6588.86	8958.85	8526.04	8862.36	7066.08	5277.79	10206.88	13364.14	7787.99	7725.97	8432.45	6576.88	9895.33	10456.33	8619.52	4477.37	16123.5	17657.57	9377.83	13023.22	4840.72	11871.9	13374.93	10057.12	11772.89	8156.64
ALOX12P2	na	13.38	11.83	17.37	14.48	18.12	12.15	18.89	15.67	11.91	25.91	17.51	24.06	12.56	9.58	11.57	20.66	23.86	8.49	20.21	22.27	13.22	16.22	14.28	16.98	14.44	9.73	17.54	15.46	13.42	34.78	13.27	12.32	16.79	19.92	17.51	23.12	14.4	26.8	11.01	15.74	25.77	13.61	22.39	16.01	18.81	14.17	14.9	13.57	12.59	13.61
MYL4	na	14.3	11.1	7.1	6.1	9.2	12.61	5.93	6.48	3.45	14.32	9.4	415.59	10.99	15.32	8.85	9.67	12.81	13.32	12.73	9.92	6.55	9.54	9.68	15.09	12.9	9.31	6.3	8.21	8.98	7.25	10.86	9.86	5.41	12.05	9.73	7.08	8.07	3.47	8.37	8.89	10.1	28.88	15.99	5.18	2.23	12.69	15.0	7.24	4.0	20.04
AP3B1	na	83.05	447.04	267.63	312.82	253.55	248.84	359.34	351.99	316.43	256.48	218.15	212.61	327.09	261.42	272.2	266.8	178.85	265.28	400.12	161.32	199.98	236.2	169.65	194.29	192.38	315.72	179.62	335.03	288.42	298.25	214.22	260.95	192.86	264.57	314.34	205.45	333.77	358.84	363.44	191.9	301.3	184.25	229.62	138.78	249.14	194.05	247.03	229.63	152.06	320.47
POU4F2	na	2.75	6.31	9.42	4.58	3.56	8.31	5.77	3.64	3.79	3.82	3.15	9.52	4.41	6.84	2.89	4.65	7.61	9.36	5.33	6.21	5.76	3.73	6.71	13.08	5.53	2.1	2.83	23.56	12.4	3.83	9.94	8.32	9.03	13.55	6.31	4.38	3.72	6.96	85.16	5.46	10.8	4.18	6.85	6.89	4.61	4.4	6.73	12.03	10.51	4.41
WDR45L	na	341.01	197.17	184.79	299.08	368.68	339.64	359.74	375.24	415.88	299.71	441.32	203.34	385.93	226.17	329.02	241.13	352.92	351.78	482.55	217.88	215.56	227.75	355.42	226.6	387.25	408.86	338.0	246.3	435.24	251.8	366.0	426.57	433.55	330.46	359.04	372.51	460.24	365.56	360.82	239.4	289.41	225.68	233.51	344.73	503.34	189.83	224.17	260.71	198.93	232.94
ELF4	na	184.42	387.56	48.44	136.0	160.65	166.88	153.89	234.43	325.6	132.55	232.97	369.91	83.32	131.36	290.55	147.06	80.17	126.34	182.67	67.89	100.31	124.9	168.71	246.84	56.18	267.2	157.66	282.64	173.27	186.89	343.44	79.47	251.11	290.74	122.14	133.72	281.02	163.56	206.21	129.58	88.04	74.11	117.63	131.59	286.7	61.12	35.4	21.32	16.6	269.16
EBI2	na	0.79	1.71	2.09	1.34	1.15	0.94	1.05	1.1	6.96	1.29	0.63	0.96	0.66	0.91	1.08	1.67	1.92	4.99	2.08	1.59	1.11	1.02	1.11	2.71	1.27	7.78	1.11	1.12	1.63	1.02	8.95	5.35	1.55	6.04	1.42	1.35	0.97	0.75	1.66	1.59	1.41	2.85	3.58	3.83	2.79	1.15	85.18	1.69	2.87	1.51
RPS8	na	9916.51	8062.03	11209.88	9218.02	7377.86	7057.14	7062.21	5497.66	6157.99	5905.71	6151.31	12532.44	9079.18	7243.53	4652.74	6416.9	6424.98	3186.97	6570.29	8762.64	5335.5	9168.24	9811.76	10116.85	5900.13	5330.49	4745.7	8466.84	5700.45	3932.53	8622.18	6799.73	8819.39	6063.48	4276.37	4754.38	7772.55	8126.74	5821.41	4409.92	9190.1	13277.43	6768.6	6481.74	3303.3	8748.09	10867.86	10448.07	10631.4	5801.19
DDX46	na	48.32	106.31	196.31	105.25	53.62	64.14	100.34	79.13	91.79	71.5	90.34	91.24	108.43	76.22	132.59	100.34	85.32	80.47	117.41	115.71	117.83	67.64	39.46	79.14	81.94	90.31	106.96	102.84	70.09	67.32	112.17	62.29	49.84	67.35	148.84	77.83	63.96	112.11	101.4	63.38	168.77	160.4	84.88	113.3	79.01	62.04	104.95	50.29	50.91	71.18
PSMA1	na	135.42	117.67	198.42	140.62	115.61	134.95	127.79	191.14	119.8	105.26	163.95	248.56	142.91	189.33	157.67	126.49	133.85	165.43	199.23	144.31	131.09	115.64	91.07	158.73	190.86	144.09	171.39	219.78	131.66	111.5	193.56	100.34	147.18	193.94	118.1	106.13	133.11	165.05	171.92	88.49	99.24	171.09	233.44	101.37	118.95	143.97	184.57	128.34	120.49	182.01
ICK	na	20.13	52.93	21.21	107.53	34.35	29.2	32.01	58.27	34.97	64.57	29.79	20.53	62.66	86.69	104.36	116.81	16.91	34.22	38.08	44.21	23.53	26.85	41.95	19.27	52.81	40.47	81.24	94.95	58.73	79.77	94.79	50.41	51.58	38.01	14.13	14.27	31.71	90.03	43.95	73.91	89.51	76.16	30.45	19.41	57.45	60.09	31.61	62.38	88.59	36.15
SURB7	na	18.27	76.38	110.11	74.65	74.08	61.28	78.46	144.12	72.86	64.46	127.37	73.56	62.93	64.82	72.12	65.75	104.82	100.82	62.6	49.22	40.72	36.22	92.09	42.79	96.39	74.49	57.58	32.17	33.65	68.43	144.92	80.09	34.64	23.8	57.26	89.01	48.78	103.56	114.54	93.6	93.9	162.07	55.97	62.52	64.8	55.61	83.63	50.69	33.32	62.98
34963_at	na	151.23	108.88	130.06	111.95	111.92	99.22	113.59	119.81	99.22	116.53	111.44	122.5	88.15	104.83	98.45	103.67	118.05	130.89	105.77	163.89	125.01	118.61	120.13	166.73	157.42	98.93	125.24	146.85	141.06	136.25	109.84	101.86	90.76	121.28	125.64	133.64	129.98	101.71	111.15	144.98	166.94	112.8	119.0	139.18	120.97	164.59	123.05	157.97	157.37	111.4
IQCE	na	14.7	11.1	10.2	25.46	49.47	22.65	39.2	17.01	38.84	18.74	52.97	16.69	16.85	16.22	15.38	12.37	34.53	90.01	38.22	14.24	49.93	19.35	14.68	15.63	27.69	53.71	18.97	18.53	20.54	17.14	21.2	50.93	44.69	70.44	25.11	33.4	14.32	33.86	25.96	32.2	96.73	8.24	38.71	21.62	53.84	138.97	33.87	18.66	32.99	13.31
ZFPL1	na	483.38	416.27	328.25	414.22	319.73	447.9	396.15	448.49	454.91	579.62	532.05	419.64	378.59	392.56	478.4	513.41	454.54	712.47	503.04	614.4	614.54	513.18	424.4	1039.16	488.09	450.86	396.16	494.56	475.42	403.98	420.73	849.69	343.67	425.78	462.33	365.76	486.89	360.5	414.51	377.58	430.78	348.91	398.97	867.56	405.88	481.86	353.06	592.99	665.57	464.45
TP53AP1	na	63.25	13.95	15.5	25.49	44.93	48.2	37.26	83.25	108.4	35.37	43.62	38.76	16.24	30.16	28.7	20.17	67.24	15.19	30.21	44.09	22.45	32.21	69.67	51.44	26.69	94.34	60.56	18.21	81.99	59.6	14.65	66.31	41.26	123.0	60.17	68.09	44.83	16.36	14.81	91.7	140.54	87.88	43.05	19.89	28.78	51.24	59.06	39.81	92.39	137.96
40231_at	na	13.84	25.98	31.82	21.65	45.15	37.38	35.69	40.93	17.2	16.13	77.75	13.91	18.86	5.28	7.34	8.0	12.2	63.97	7.5	44.45	71.75	9.91	10.84	24.37	16.59	21.79	11.09	16.33	5.89	10.0	35.24	7.76	7.69	19.43	56.91	21.28	21.42	9.72	6.41	7.38	22.68	7.33	8.92	33.79	6.04	13.22	9.78	15.54	23.18	11.47
CCT6B	na	13.35	5.78	12.97	8.23	7.3	16.92	15.55	19.74	5.27	6.28	10.13	13.59	29.42	25.83	4.07	7.73	16.51	34.34	11.01	8.19	21.61	2.27	17.76	12.45	8.01	20.37	6.77	16.74	10.39	14.19	3.79	22.51	16.01	22.32	5.31	4.23	4.59	3.7	7.15	14.96	21.52	16.68	15.46	4.98	5.52	11.44	20.95	11.34	46.0	16.34
HSPCB	na	3030.42	2782.58	3261.19	3397.64	2338.14	4360.78	3217.25	3697.78	3283.83	3091.48	2693.32	5662.69	4764.08	3828.66	4198.0	5114.48	4612.16	2051.33	4520.96	3180.16	2344.81	3512.75	5084.42	3626.03	2805.49	3423.75	4391.74	4408.17	2976.16	2236.68	3405.67	3504.47	3025.58	2854.84	2986.3	3367.28	5124.86	4403.37	4033.88	4295.28	4178.19	2757.97	4322.4	2757.98	2737.63	4735.98	2335.61	4643.27	3942.15	3194.19
CCL7	na	49.54	30.74	53.86	33.07	35.41	24.89	23.55	34.28	25.85	34.72	35.74	37.23	28.41	46.3	39.97	38.03	51.73	54.64	39.02	59.44	21.91	42.73	36.16	46.73	51.33	33.87	35.21	55.14	30.58	34.87	34.66	35.6	36.37	59.48	14.47	34.36	42.01	25.58	43.13	61.21	45.66	53.61	50.32	47.87	42.17	38.93	51.22	43.13	47.74	34.62
H2AFV	na	1092.56	1090.33	2559.36	710.6	850.24	615.17	1110.31	1013.47	1299.01	567.23	1017.41	1232.37	1154.44	619.27	1523.59	686.05	1072.67	955.3	1421.23	754.57	1049.03	1016.2	550.59	802.53	1269.91	1295.47	929.12	1909.3	1105.37	642.82	1086.69	1003.16	1048.01	808.2	708.23	1173.09	555.73	894.66	740.21	589.71	1469.37	1720.44	861.98	1063.85	1285.99	621.94	1858.75	362.48	613.9	1191.6
KIAA0020	na	113.96	358.34	155.78	160.92	107.92	243.66	144.58	123.73	74.23	184.17	176.52	127.1	215.5	188.33	209.2	250.29	69.08	88.47	139.82	431.6	117.14	153.61	263.31	100.64	84.91	165.38	211.78	40.81	139.0	129.84	264.93	64.2	186.15	176.78	174.9	211.74	144.08	159.3	325.23	110.75	97.33	198.08	172.77	260.05	133.92	233.2	66.27	87.99	321.7	156.18
SMARCD3	na	120.82	83.71	10.96	76.8	140.81	5.35	171.65	91.57	198.96	164.43	18.11	12.26	5.99	46.86	36.73	9.81	367.53	34.07	349.47	40.56	157.97	234.0	5.56	69.06	265.18	180.87	9.4	144.26	140.94	176.69	23.62	15.53	136.44	28.69	144.17	122.96	105.01	96.2	76.23	192.44	24.28	88.8	186.23	108.62	118.59	216.27	16.17	51.03	66.53	126.63
31666_f_at	na	5.6	0.85	1.19	10.07	1.27	4.94	10.57	3.08	6.17	2.56	1.84	1.57	2.84	4.26	1.84	1.92	2.14	2.15	1.63	1.51	1.27	4.1	1.55	1.23	1.77	0.92	1.12	3.07	1.59	2.84	2.21	0.96	4.06	10.52	1.92	1.59	5.48	2.56	2.96	3.29	1.63	1.89	1.97	9.52	2.88	3.0	1.31	5.56	7.21	1.92
37063_r_at	na	2.14	4.98	9.88	2.62	0.84	2.88	0.48	2.73	2.74	7.55	2.7	1.7	1.19	2.85	5.02	6.83	5.55	2.62	2.4	6.2	4.96	3.34	3.34	3.45	6.55	3.92	2.42	9.86	8.23	3.29	1.26	5.65	1.71	2.96	2.54	7.84	4.45	3.41	1.76	2.29	4.64	3.43	5.51	2.03	5.69	3.33	5.4	2.02	12.92	5.23
32516_at	na	11.6	10.01	8.39	4.82	6.8	5.21	3.44	10.35	2.55	8.49	3.99	4.02	3.81	3.44	4.07	2.93	5.61	4.29	1.24	12.72	5.66	10.6	3.91	11.86	9.51	2.88	3.47	10.36	6.18	4.23	4.15	7.92	2.02	7.81	5.03	4.19	4.9	2.89	5.43	14.37	9.94	5.75	4.13	6.12	3.31	3.97	3.93	2.49	9.68	8.44
F13A1	na	4.22	6.8	44.06	7.74	15.6	5.15	8.05	24.94	6.27	13.12	7.79	17.15	7.33	9.55	9.28	15.16	14.79	7.14	18.84	15.65	32.24	19.37	10.36	17.23	13.14	6.14	13.42	13.55	7.51	7.04	26.23	20.18	12.61	21.75	19.73	5.44	3.8	9.77	7.03	27.97	10.89	90.94	21.45	6.7	15.51	18.41	9.93	13.95	10.92	10.49
LOC112714	na	375.56	237.3	417.56	270.04	284.26	303.76	293.53	209.86	273.58	183.54	149.13	330.32	369.47	256.81	304.55	268.05	231.95	142.7	231.17	163.19	150.3	301.8	251.14	421.43	379.99	412.79	260.03	331.98	362.6	429.94	298.86	182.64	429.27	388.92	199.36	497.84	355.73	270.08	255.34	188.33	154.31	155.25	374.16	253.51	315.06	201.38	334.06	215.03	406.35	416.38
CLN5	na	15.34	28.76	11.47	49.93	39.15	21.64	17.46	49.17	27.41	26.9	20.09	6.39	25.43	29.19	12.93	19.95	25.05	29.6	7.93	14.06	29.42	6.98	18.39	9.75	15.15	36.36	33.88	19.22	29.24	64.43	38.06	30.49	42.23	10.01	15.15	16.27	19.38	49.61	30.26	56.02	24.21	18.41	8.82	6.49	108.45	25.75	10.33	38.92	12.54	24.84
DLG4	na	44.48	90.24	73.92	27.11	13.76	19.95	41.16	63.76	21.18	35.6	19.91	51.57	17.77	34.75	25.06	22.29	58.52	18.54	120.49	47.41	77.26	40.92	16.91	33.27	58.36	79.78	18.14	56.09	79.5	48.68	43.96	28.55	50.91	46.47	29.7	62.6	46.66	22.15	89.78	31.32	28.23	53.61	31.91	31.47	74.19	22.64	57.34	22.45	34.45	24.98
KPNA2	na	187.77	272.91	520.61	393.67	431.5	409.66	492.37	487.71	404.02	377.92	245.63	445.1	475.29	538.51	531.27	440.28	362.24	280.09	749.83	289.38	349.64	408.01	198.08	157.03	379.88	942.37	652.15	388.04	610.63	401.12	354.95	546.46	470.75	218.57	680.85	486.81	662.15	534.54	559.96	420.18	350.23	457.64	490.73	407.63	631.78	787.6	344.93	336.23	172.39	400.13
DHX34	na	27.24	7.71	14.84	9.84	10.28	17.23	6.27	17.58	8.4	16.24	10.56	9.71	6.09	12.21	14.01	14.05	5.83	10.18	4.88	11.6	17.04	16.63	16.83	5.08	7.3	5.06	4.27	23.42	13.11	11.37	6.18	9.08	11.47	6.39	18.42	9.75	3.56	13.43	13.84	9.04	7.53	18.5	6.36	13.9	9.56	8.29	7.9	11.34	9.85	5.07
IGFBP5	na	57.03	41.07	63.38	39.92	1654.8	41.82	28.84	47.84	51.99	3598.32	48.15	21.48	26.4	34.93	42.57	47.31	55.62	120.76	38.3	54.14	1593.83	68.67	45.41	237.87	1812.1	1154.37	163.88	71.41	589.74	3074.79	27.94	4400.67	9579.71	50.64	29.87	42.65	39.91	32.98	39.37	292.14	2829.71	27.44	70.46	254.05	323.18	52.45	59.03	52.0	75.89	199.79
35560_at	na	4.39	6.94	2.52	2.45	6.4	2.34	5.02	7.16	2.29	4.64	3.68	4.78	6.01	3.88	2.34	3.92	6.94	4.29	2.74	6.46	3.95	3.97	21.2	2.91	8.59	11.79	4.25	2.31	140.96	3.66	3.95	5.76	25.31	5.51	2.26	3.08	4.45	2.87	7.63	4.97	2.52	4.21	3.49	13.68	2.75	4.5	10.72	6.46	7.49	4.87
CDKN2B	na	11.36	35.43	4.71	3.42	14.71	8.48	6.46	12.5	21.68	29.22	8.35	4.87	6.1	4.9	4.04	7.98	8.81	6.78	17.69	6.89	3.7	7.92	100.17	6.08	4.92	5.94	6.73	16.73	6.35	5.23	18.71	6.86	6.22	14.68	4.68	5.32	4.91	5.93	14.5	7.26	3.55	5.47	8.67	7.32	11.36	6.22	5.14	7.56	8.0	6.32
WDR23	na	345.47	240.44	568.53	468.75	335.95	469.47	437.88	288.21	325.94	232.11	465.06	407.9	456.31	349.19	348.94	366.91	298.62	572.33	277.54	703.09	517.17	359.85	431.47	258.54	323.49	223.59	299.1	271.14	377.85	380.21	369.21	593.14	298.78	309.17	399.92	245.93	229.69	379.93	247.06	403.8	547.41	592.59	367.19	551.52	236.16	367.93	385.43	393.56	515.68	334.41
PDK4	na	8.78	18.11	15.36	8.98	8.17	7.62	10.42	14.94	6.63	10.73	5.12	4.74	3.29	7.61	10.15	7.52	27.24	13.41	12.89	7.17	15.36	15.32	6.81	10.86	15.26	8.54	6.61	12.04	12.16	12.47	2.2	9.31	10.57	10.29	30.17	14.23	5.03	3.5	6.51	6.21	9.57	14.75	7.53	5.91	6.88	85.61	24.26	12.42	7.91	4.77
CXorf1	na	1.33	11.06	6.15	10.91	4.26	8.09	3.18	6.98	0.9	1.32	2.02	2.6	3.15	4.63	2.52	2.36	4.49	3.45	3.5	4.67	3.19	5.59	4.15	1.14	2.79	1.14	2.19	3.04	1.64	6.35	4.38	2.72	4.12	2.98	3.92	1.73	4.1	1.31	1.28	3.9	8.7	11.65	3.23	1.29	2.03	4.54	1.51	0.79	2.94	1.19
